Epoch,Train Loss,Validation Loss,Train MAE,Validation MAE
0,7.986291956018518,8.11820505626166,2.7359625922309028,2.758624859710238
1,4.4311342592592595,4.450628935401119,1.9927083333333333,1.995756006952542
2,2.6825961642795138,2.9728229579640857,1.2630026358145254,1.2984251335485657
3,0.8929647375036169,0.9435013158997493,0.7444137008101852,0.755358226263701
4,1.0276760525173612,1.1926571290884445,0.5986297607421875,0.6471526302508454
5,1.223702437789352,1.379992698555562,0.5435039944118923,0.578175217358034
6,0.4551829302752459,0.4742211868513876,0.5209071971752025,0.5363135266659865
7,0.4419615851508247,0.49966407889750464,0.47473347981770836,0.5035993661453475
8,0.9491252757884838,1.0350846247886545,0.6029234709563078,0.6242311392257462
9,0.3503133985731337,0.3746837217416336,0.4539980005334925,0.4725347205774108
10,0.3687021043565538,0.4009208109841418,0.3960578918457031,0.4211176402533232
11,0.3019224661367911,0.3164886645416715,0.37708697848849826,0.3943776372653335
12,0.3809333801269531,0.4121829360278685,0.4392474986888744,0.46744312457184295
13,0.27193278559932005,0.28316563278881474,0.3810620625813802,0.4052970373808448
14,0.25943032723885995,0.2586418265727029,0.3600491559063947,0.3792429397355265
15,0.2648275304723669,0.307651747518511,0.4171449731897425,0.4458215628097306
16,0.2368148097285518,0.27278806202447237,0.39341049194335936,0.423910169459101
17,0.21454770123517072,0.24998368789900594,0.356378428141276,0.3841426906301014
18,0.1835095723470052,0.23680483405269795,0.3232834710015191,0.3689740024395843
19,0.18772525080928096,0.2373792164361299,0.33754312020760996,0.37074948780572237
20,0.2128003579598886,0.27338130438505714,0.36291323061342595,0.4103392131292998
21,0.15895952295373988,0.20598630762811918,0.3010053281430845,0.3437857272020027
22,0.22735188802083334,0.29472567430183066,0.3786365367748119,0.4257372955777752
23,0.19851791946976274,0.2670546859057982,0.3592739811650029,0.4110186277930416
24,0.20613728276005497,0.31471332151498366,0.3586923952455874,0.4327190740784602
25,0.16967877988462096,0.255629468320021,0.33591879385489004,0.39793373221781714
26,0.13391908716272424,0.22670277552818185,0.2819406297471788,0.35612368227830576
27,0.11105953499122902,0.19539611019305328,0.2577497129087095,0.32513999938964844
28,0.1137502529003002,0.20879628765049266,0.26981879340277776,0.35012524163545067
29,0.14483930799696182,0.23913206982968457,0.29107075443974245,0.36467130860285973
30,0.12222633361816407,0.22521451693862232,0.2686520329228154,0.3480770623506005
31,0.20962428340205438,0.33508203990423857,0.3899484987612124,0.4669939866706507
32,0.2464568809226707,0.35919348873309237,0.41128435488100407,0.48453106097321014
33,0.10478084705494069,0.22217554120875116,0.2584467852557147,0.35525284952192165
34,0.13112078066225405,0.23886578118623192,0.28832790233470773,0.375998938261573
35,0.1047706957216616,0.20421517784915752,0.2469211154513889,0.33318405720724986
36,0.18151126437717013,0.27584474478194965,0.34608710960105615,0.41682852560014866
37,0.11739432017008464,0.2213663129664179,0.2696844312879774,0.3556828000652256
38,0.124641192400897,0.2357511947404093,0.28607536598488137,0.3755091197455107
39,0.1359883908872251,0.24359498095156543,0.2953677707248264,0.38116500626749067
40,0.0961584797611943,0.20292861426054543,0.2391945167824074,0.3386580339118616
41,0.19609059934262876,0.29394753299542326,0.3614145349573206,0.43671559575778335
42,0.0886794196234809,0.2057391494067747,0.23750825104890047,0.33790821815604594
43,0.11805667170771846,0.2395402709049965,0.2788230613425926,0.3740956890049265
44,0.08874037000868056,0.190574147808018,0.23470001220703124,0.32791439454946947
45,0.08367458626076027,0.1949799950443097,0.2235820205123336,0.3228992917644444
46,0.14960755242241752,0.2529422987752886,0.31312984890407985,0.3825360767876924
47,0.15169075859917536,0.2576668298066552,0.32482980798791955,0.40231129660535214
48,0.10559851328531901,0.1971939428528743,0.2529626069245515,0.3312722960514809
49,0.12005465472186053,0.24709613287626808,0.27562527126736114,0.3808992585139488
50,0.07729457572654441,0.1850065829148933,0.2158768547905816,0.320232476761092
51,0.07941676952220776,0.17533097338320605,0.22007600289803964,0.31017986696157884
52,0.10580966384322554,0.20410825245415987,0.23945660061306423,0.3326686745259299
53,0.07549843964753328,0.1865781670186057,0.20434932002314815,0.31472507875357103
54,0.19114868729202836,0.27428857604069495,0.3618459630895544,0.4250096847761923
55,0.07901776631673177,0.1919822835210544,0.2149205243145978,0.31105283480971607
56,0.09116812811957466,0.19630614323402518,0.23243481671368635,0.324706376488529
57,0.09922112358940972,0.20156686697433243,0.23035748799641928,0.3345334921310197
58,0.16771986219618057,0.28344117349653103,0.2857299239547164,0.3876898181972219
59,0.07170650340892651,0.18413633375025507,0.19254902027271412,0.3037856941792502
60,0.10553610766375507,0.20585986749449772,0.24850752088758682,0.34243242064518714
61,0.09301049267804182,0.18581100008380946,0.2159497720223886,0.3153284556830107
62,0.07438384162055121,0.17978948621607538,0.1873450102629485,0.3014542024527023
63,0.1270542992485894,0.22934880897180357,0.2767893473307292,0.3581979950862144
64,0.07205465104844835,0.1737942909126851,0.1960193916603371,0.3033887379205049
65,0.05983449441415292,0.16447226680926422,0.18800998263888888,0.3008397799819263
66,0.07968843248155381,0.18297036014386078,0.20340627034505207,0.3134386717383541
67,0.12033072577582465,0.21214354216162837,0.2728578073007089,0.3586884968316377
68,0.12147319934986256,0.20929232640052908,0.247503012197989,0.34047550941581156
69,0.06293785660355179,0.1637450403241969,0.18360793502242476,0.30210830916219683
70,0.08962816309045862,0.19120834122842817,0.2179976851851852,0.3219653172279472
71,0.07162152043095342,0.18830071634321072,0.19403678046332465,0.30704717493768946
72,0.0735431953712746,0.17741549192969477,0.17700223569516782,0.2898453954440444
73,0.07199037339952256,0.1764575331958372,0.19984084235297309,0.3121725623287372
74,0.05233259554262514,0.1654053446072251,0.1684110994692202,0.2975042827093779
75,0.0893363528781467,0.20069855362621705,0.2040076079191985,0.3220813808156483
76,0.04673184288872613,0.16056082141933156,0.1650286639178241,0.2849405487971519
77,0.09862605200873481,0.18891657644243381,0.2045217160825376,0.30859984212846897
78,0.049436353754114225,0.148849159923952,0.16280877855088977,0.2791545924855702
79,0.08779642317030165,0.1825998932567995,0.19491247954191984,0.30802060596978487
80,0.06796365667272497,0.16505407931199714,0.1705123336226852,0.29234091915301424
81,0.06263638955575448,0.1770781047308623,0.16109302662037037,0.28834132294156656
82,0.06467506267406323,0.17115262729018482,0.20131648028338398,0.3111716597827513
83,0.054559237868697555,0.16166731136948315,0.17533932438603153,0.2968482971191406
84,0.0712252864131221,0.1821826678603443,0.18429319593641494,0.30963191701405085
85,0.05349102373476382,0.16778434924225308,0.1794439810293692,0.30121125747908406
86,0.09799252262821904,0.2067464856959101,0.23507222776059752,0.3391974150244869
87,0.09398600260416666,0.20554892696551422,0.16515716270164207,0.2980212311246502
88,0.03372284218117043,0.13982574975312645,0.12659854182490596,0.26582530007433536
89,0.050232841350414136,0.15149984786759563,0.16640810083459925,0.28824350727138237
90,0.054274650856300635,0.1508098573827032,0.15822153444643375,0.282706701933448
91,0.05687337451510959,0.15703559989359842,0.1638265539098669,0.286338293730323
92,0.034983719719780815,0.13409420981335995,0.12914897777416087,0.2602316443599872
93,0.051387645580150465,0.16085940688403685,0.17048171714500146,0.29419571606080924
94,0.04831782093754521,0.16028647636299703,0.15607134501139322,0.28523203152329174
95,0.14584337870279948,0.24846640629554861,0.2928860417118779,0.3752431157809585
96,0.03859245865433304,0.14943642402762797,0.14626847726327402,0.28475983463116544
97,0.03445278803507487,0.1442358956408145,0.12476317794234665,0.2700049272224085
98,0.040901643258553964,0.15080225645606196,0.13438347710503473,0.27597205318621737
99,0.0359874513414171,0.14957548967048304,0.12378784462257668,0.2746308170147796
100,0.03603437211778429,0.14519858004441902,0.1303375244140625,0.2625668653801306
101,0.02616588451244213,0.14038258168234755,0.11695699338559751,0.2598763081564832
102,0.03136784588849103,0.14777549345101884,0.13016734653049045,0.27354624733996036
103,0.03353302567093461,0.14532581727896163,0.115939493532534,0.2630724551072761
104,0.04966137850726092,0.15627038300927007,0.12775325068721063,0.269514994834786
105,0.039500628577338326,0.1543724287801714,0.15246663976598668,0.2835376796437733
