material_id,spacegroup_num,crystal_system_int,structural complexity per atom,structural complexity per cell,mean absolute deviation in relative bond length,max relative bond length,min relative bond length,maximum neighbor distance variation,range neighbor distance variation,mean neighbor distance variation,avg_dev neighbor distance variation,mean absolute deviation in relative cell size,mean Average bond length,std_dev Average bond length,mean Average bond angle,std_dev Average bond angle,mean CN_VoronoiNN,std_dev CN_VoronoiNN,density,vpa,packing fraction,a,b,c,alpha,beta,gamma,natoms
2987,0.6227678308272805,0.614992051053276,2.3131316045740213,-0.029028382159810115,0.3056686356038,0.14778609186752367,0.023180254545674465,0.22238596783013634,-0.1570971697137957,0.4785590506195418,-0.007616433760323284,0.980778297216111,-0.6947855809233429,0.22445714016953733,-0.42351266467430143,-0.16584741649612858,1.0576589592984031,-1.037031472199477,0.6729945805931714,-0.7621451977716966,-0.07947218218689715,-1.0178241643242074,-0.8585155790622991,-0.5203570774133431,0.0,0.0,0.9077832466379658,-0.8091251371610876
2982,-1.6203162431020404,-1.5384534963470862,-0.3813205537792824,-0.029028382159810115,-0.3123434324620034,-0.36021088661164896,0.37600674080536245,-0.34259096198292693,-0.3102652430331568,-0.30738098155004706,-0.3460440968062749,0.14888396923666997,0.32100855250771665,-0.3599235348097971,-0.5630312432851898,0.7242445347874803,0.39583698357472097,0.8540094034021528,-0.12645260941768025,-0.5336894975948704,0.3964117876522648,-0.11055973830403082,-0.20369549806333015,-0.38961765970047985,0.0,0.0,-1.064723299044281,0.040718166160113485
2244,0.7473836127122427,0.614992051053276,-0.3813205537792824,-0.5896908490178571,-0.4372751151057544,-0.49247068847213066,0.38589884202090413,-0.6060624276144014,-0.5779580152019268,-0.6018618814775026,-0.5285949946657259,0.5929664469977106,0.7874872755386052,-0.4774228551503726,-0.8978341968801986,-0.22857729813477048,1.223114453229324,-1.3414928556810775,0.07220395953342805,-0.11949952153010798,0.2816948841310666,-0.1651068103104475,-0.24191057663900645,-0.4107540121000579,0.0,0.0,0.9069283798192617,-0.5258440360540205
3415,0.7473836127122427,0.614992051053276,-0.3813205537792824,-0.5896908490178571,-0.5448128878872174,-0.5513898145430582,0.508724830562225,-0.6059816107839522,-0.5779580152019268,-0.6017037855796232,-0.5285949946657259,0.6227067230752429,0.8051691923135681,-0.6322900157571472,-0.9366178899328108,-2.359223938341616,1.223114453229324,-1.3414928556810775,0.5324093852298494,-0.22827427005664516,1.1073109023860344,-0.24858930234760412,-0.3032027185095014,-0.4107540121000579,0.0,0.0,0.9079147646100749,-0.5258440360540205
3133,0.6227678308272805,0.614992051053276,-0.6262707499932195,1.0922965515562837,0.08626090191754156,0.2877317585860948,-0.22362103425253732,0.8142573452106427,0.8650919267733163,0.1965240149003692,0.19595771806007897,-2.2079800277561294,0.9665975306988019,0.30719516799654006,-0.25219436907689863,0.34360244860114986,0.5462510689664669,0.5916343342056541,-0.5306104386423462,2.4920418368189807,-1.4949122707045543,2.584643395316014,1.7413824787017527,2.2031727104870176,0.0,0.0,0.9084408364985084,1.4571236716954485
3623,-1.7760859704582432,-2.2562686788138735,-1.7285466329559342,-0.029028382159810115,-0.3659262130071792,-0.3665379990156366,0.3329824346676184,-0.41210069350914336,-0.38088885585255566,-0.41886020101444715,-0.38540026487507134,-0.15479366229767524,0.058718019453299325,-0.4045174439746774,-0.06378458075899199,0.3465464703441214,0.39583698357472097,1.0941982121717255,0.14636662868411388,-0.18001036069401585,0.07030700145946012,1.8043733127640809,1.598423547727194,-0.5236277608961403,0.0,0.0,0.6615816028509822,1.7404047728025156
3039,0.7473836127122427,0.614992051053276,-0.3813205537792824,-1.150353315875904,-0.5448797597639415,-0.5514447895233853,0.5087630080841773,-0.6060624276144027,-0.5779580152019268,-0.6018618814775051,-0.5285949946657259,-1.2791988788648088,1.2963909599199588,-0.6323736013433335,1.032189334315004,-2.360198140217309,-0.26598499214896204,-1.3414928556810775,-1.3468258470617323,7.892443951501508,-2.482061938791975,0.4876175560351358,0.22816965121023589,1.81696829472002,0.0,0.0,0.908046282582183,-1.0924062382681545
3851,-1.713778079515762,-1.5384534963470862,0.9659055253973693,3.3349464189884714,-0.5235007216486551,-0.4947377912091611,0.4889975511963058,-0.5692072256242318,-0.540704356450587,-0.5826434906302543,-0.5082718810053396,-0.722171998719236,1.2098318117322329,-0.5953464063610813,-0.41842100114115577,-0.15506004302226895,0.43720085705745054,0.08959710218639338,0.7280879363357264,0.3015242525240357,0.6695228851297111,2.7285594457748585,1.254106586827922,-0.4364622876476312,0.0,0.0,-1.064723299044281,1.7404047728025156
1433,0.7473836127122427,0.614992051053276,0.5168301656718185,-0.5896908490178571,-0.5448797597639415,-0.5514447895233829,0.5087630080841773,-0.6060624276144002,-0.5779580152019268,-0.6018618814775002,-0.5285949946657259,0.6401869215271548,1.2384475427160362,-0.6323736013433342,0.16058892983422082,0.5891269334779818,-0.26598499214896204,1.398659595653326,-0.8489247205429533,0.7249881543354141,-0.18492387208354177,-0.012726023449696195,-0.13306264009731314,-0.540016346949723,0.0,0.0,0.908046282582183,-0.8091251371610876
1438,0.7473836127122427,0.614992051053276,0.5168301656718185,-0.5896908490178571,-0.5448797597639408,-0.5514447895233829,0.5087630080841773,-0.6060624276144002,-0.5779580152019255,-0.6018618814775019,-0.5285949946657243,0.5895112312143491,1.5182591586541974,-0.6323736013433335,0.07408483486761552,0.605468543118398,-0.26598499214896204,1.398659595653326,0.022759129188601304,0.8123475173197886,-0.45422069579353663,0.007208819067455353,-0.11867031223584587,-0.4836937706303818,0.0,0.0,0.908046282582183,-0.8091251371610876
3942,-0.8881985245278871,-0.8206383138802988,-0.3813205537792824,-0.029028382159810115,0.32917587646518015,0.5263892812368207,-0.16326006064527004,0.31972067328725595,0.36265786558573243,0.4330181041120225,0.2555773014455518,-0.0241691129495885,-0.9027988851789442,0.36105656702081945,0.2904729112968415,0.28879833029602525,-0.26598499214896204,1.398659595653326,-0.6968672591838849,-0.8294174659270933,0.2956295578353645,-0.40218155606954614,-0.6630053083738584,0.026392178127486527,0.0,0.0,-1.064723299044281,0.040718166160113485
