trial_id,epoch,duration,mae_error,timestamp
11,0,198.52572584152222,0.5342839956283569,2025-05-20T14:30:29.463965
11,1,200.62925577163696,0.5836355686187744,2025-05-20T14:33:50.178513
11,2,202.05793714523315,0.6096757650375366,2025-05-20T14:37:12.317046
11,3,203.91601276397705,0.5675725936889648,2025-05-20T14:40:36.307497
11,4,204.1549355983734,0.5252477526664734,2025-05-20T14:44:00.700592
11,5,199.96512007713318,0.47718435525894165,2025-05-20T14:47:20.760002
11,6,199.22120547294617,0.4194941222667694,2025-05-20T14:50:40.106606
11,7,201.7402467727661,0.44710972905158997,2025-05-20T14:54:01.945224
11,8,199.9917447566986,0.4367949962615967,2025-05-20T14:57:22.195104
11,9,200.6527967453003,0.4385177791118622,2025-05-20T15:00:42.924367
11,10,201.1929636001587,0.5469141602516174,2025-05-20T15:04:04.198611
11,11,199.86932253837585,0.46829816699028015,2025-05-20T15:07:24.147594
11,12,202.79251909255981,0.4287698268890381,2025-05-20T15:10:47.025225
11,13,202.03514957427979,0.40051281452178955,2025-05-20T15:14:09.140772
11,14,186.64357662200928,0.4176005721092224,2025-05-20T15:17:33.452352
11,15,183.53196907043457,0.48768535256385803,2025-05-20T15:20:37.090175
11,16,178.82631182670593,0.4868137538433075,2025-05-20T15:23:36.013745
11,17,176.46378636360168,0.5312463045120239,2025-05-20T15:26:32.560040
11,18,178.62200021743774,0.45648813247680664,2025-05-20T15:29:31.306075
11,19,176.79556322097778,0.3984234035015106,2025-05-20T15:32:28.249537
11,20,186.50936317443848,0.3848315179347992,2025-05-20T15:35:34.830577
11,21,183.8733561038971,0.39063069224357605,2025-05-20T15:38:38.787630
11,22,180.6412055492401,0.4115535318851471,2025-05-20T15:41:39.478222
11,23,180.81953239440918,0.42487338185310364,2025-05-20T15:44:40.373921
11,24,183.07115077972412,0.4531180262565613,2025-05-20T15:47:43.505144
11,25,186.78343057632446,0.40198373794555664,2025-05-20T15:50:50.432662
11,26,187.45978569984436,0.40287792682647705,2025-05-20T15:53:58.008605
11,27,194.58439230918884,0.38946792483329773,2025-05-20T15:57:12.671579
11,28,188.18553256988525,0.42591649293899536,2025-05-20T16:00:20.937542
11,29,189.53578114509583,0.37606704235076904,2025-05-20T16:03:30.548966
11,30,188.6889226436615,0.389049232006073,2025-05-20T16:06:39.533518
11,31,190.24160051345825,0.380165696144104,2025-05-20T16:09:49.900397
11,32,189.20981240272522,0.3929559290409088,2025-05-20T16:12:59.183645
11,33,187.57524275779724,0.3651469349861145,2025-05-20T16:16:06.860236
11,34,183.35324811935425,0.3686974048614502,2025-05-20T16:19:10.288943
11,35,187.00507593154907,0.3453466296195984,2025-05-20T16:22:17.377446
11,36,185.75928950309753,0.3657800555229187,2025-05-20T16:25:23.215205
11,37,185.78886246681213,0.38903313875198364,2025-05-20T16:28:29.088937
11,38,187.6349537372589,0.47144418954849243,2025-05-20T16:31:36.794970
11,39,184.42886900901794,0.41186127066612244,2025-05-20T16:34:41.287888
11,40,183.42996525764465,0.48036205768585205,2025-05-20T16:37:44.837574
11,41,185.1041283607483,0.375015527009964,2025-05-20T16:40:50.016792
11,42,186.10934495925903,0.3552228808403015,2025-05-20T16:43:56.184907
11,43,187.69526982307434,0.40889573097229004,2025-05-20T16:47:03.989414
11,44,187.68363904953003,0.3701377213001251,2025-05-20T16:50:11.749295
11,45,189.6000759601593,0.34230145812034607,2025-05-20T16:53:21.606786
11,46,187.5523681640625,0.36840590834617615,2025-05-20T16:56:29.244985
11,47,187.78404879570007,0.383728951215744,2025-05-20T16:59:37.107437
11,48,190.1743404865265,0.3787878751754761,2025-05-20T17:02:47.368319
11,49,192.83059239387512,0.4237280488014221,2025-05-20T17:06:00.274498
11,50,191.1500699520111,0.39232873916625977,2025-05-20T17:09:11.513404
11,51,191.44797134399414,0.4017471969127655,2025-05-20T17:12:23.095587
11,52,186.6630940437317,0.3783704936504364,2025-05-20T17:15:29.835957
11,53,186.24204444885254,0.3852304518222809,2025-05-20T17:18:36.171584
11,54,186.4744598865509,0.3912856876850128,2025-05-20T17:21:42.717177
11,55,187.78703093528748,0.3464972972869873,2025-05-20T17:24:50.566843
11,56,181.4319362640381,0.36179623007774353,2025-05-20T17:27:52.077173
11,57,177.57685208320618,0.37213483452796936,2025-05-20T17:30:49.764351
11,58,175.70455145835876,0.361267626285553,2025-05-20T17:33:45.640722
11,59,174.74479293823242,0.37707361578941345,2025-05-20T17:36:40.462223
11,60,176.00206422805786,0.3752240836620331,2025-05-20T17:39:36.576027
11,61,184.36845898628235,0.38754183053970337,2025-05-20T17:42:41.010064
11,62,187.78700065612793,0.3775009214878082,2025-05-20T17:45:48.894999
11,63,178.02438044548035,0.3802414536476135,2025-05-20T17:48:46.978713
11,64,179.08565521240234,0.361822247505188,2025-05-20T17:51:46.141500
