Epoch,Train Loss (MSE),Validation Loss (MSE),Train MAE,Validation MAE
212,0.0028631507942864843,0.017261479652997635,0.05350841797592678,0.1313829503893014
213,0.002903632456514292,0.017212912729776753,0.053885364028781434,0.13119799057065148
214,0.002845717135904689,0.01739127728588376,0.05334526348144406,0.13187599207544853
215,0.0028481865254343657,0.01711845651586005,0.05336840381194069,0.13083751952654885
216,0.002864203968487687,0.017268276705331653,0.053518258272179285,0.1314088151736087
217,0.002837402544481461,0.01762355036971527,0.053267274610979125,0.13275372073774533
218,0.0028237578343637943,0.017135545983565946,0.05313904246750965,0.13090281121338054
219,0.0027967603202171754,0.01718401590450068,0.052884405264852656,0.13108781752894005
220,0.002814204934993061,0.017174497742988133,0.05304908043494309,0.1310515079767804
221,0.0027994585960541716,0.0171703338126801,0.052909910187545886,0.13103562039644068
222,0.0028526278675312417,0.017107425755532552,0.05340999782373373,0.13079535831034889
223,0.0027274310900713425,0.017277699615203264,0.05222481297306236,0.13144466369998922
224,0.0027804535276891454,0.017173352310990538,0.05273000595191646,0.13104713774436486
225,0.0026988991502600065,0.017317391594287756,0.05195093021554096,0.1315955606936942
226,0.0028322608887315294,0.017421930173720394,0.05321898992588575,0.1319921595160879
227,0.002767193834809974,0.01736413073363291,0.052604123743390824,0.1317730273372852
228,0.002802886421620763,0.01731638238178592,0.052942293316598624,0.1315917261144709
229,0.002710061815285592,0.01733964287385579,0.05205825405529455,0.131680077740924
230,0.0027516589098964075,0.017098616908591286,0.05245625710910384,0.13076167981710576
231,0.002714233477681765,0.01745182898836374,0.0520983059003051,0.1321053707778898
232,0.0027484324442827515,0.0172068074579927,0.0524254942206819,0.13117472110888095
233,0.0026725915583258944,0.017238961475850474,0.05169711363631334,0.13129722569746274
234,0.0026461632410107417,0.01706571515845988,0.051440871308821565,0.13063581116393727
235,0.0026894903465654015,0.017136729254312366,0.05186029643730743,0.13090733078904468
236,0.0026821984332675163,0.01713014962659954,0.05178994529121957,0.13088219751593239
237,0.0026407320759708024,0.016931002926870588,0.05138805382548363,0.1301191873893723
238,0.0026807306010438047,0.017230043537521892,0.051775772336526325,0.13126326042545908
239,0.002770252358021902,0.017044731359808232,0.052633186850331436,0.1305554723472296
240,0.00263401601876233,0.017210460709930018,0.051322665740999175,0.13118864550688072
241,0.0026640744501195855,0.01712106208245474,0.05161467281810072,0.13084747640843036
242,0.002656733772048001,0.01707897148509471,0.05154351338478976,0.13068653903556673
243,0.0025898249148736665,0.016981291878455002,0.050890322408820195,0.1303122859843039
244,0.002663019583857757,0.017279346076346017,0.051604453139799444,0.1314509264948179
245,0.0026474421043517576,0.017209935860982326,0.05145330022799079,0.13118664513197342
246,0.0026433483284366535,0.01713653846155373,0.051413503366690094,0.13090660205487625
247,0.0027175053551786207,0.017245842655646812,0.052129697439929776,0.13132342767247135
248,0.002720621615436331,0.01718739950193728,0.05215957836712574,0.13110072273613627
249,0.0026237538662049007,0.01718810469491078,0.05122259136557717,0.13110341221688618
250,0.002554223217306164,0.016960726676992968,0.05053932347495526,0.1302333547022151
251,0.0025807004490872427,0.017518852812399146,0.05080059496784701,0.13235880330525487
252,0.0026670917618768176,0.017200288110370443,0.05164389375208668,0.13114986889193006
253,0.002646345829558417,0.017114510230726937,0.05144264602018851,0.13082243779538333
254,0.002707806059179154,0.017106661178468003,0.05203658385385376,0.1307924354787692
255,0.002583875432636358,0.01685359368271347,0.05083183483444561,0.12982139146809923
256,0.0025859118945841487,0.017317603008819883,0.05085186225286296,0.1315963639650423
257,0.002577710322084579,0.01706106678189005,0.050771156398929686,0.13061801859578964
258,0.002507353380493041,0.017177834941434374,0.05007347981210254,0.13106423975072062
259,0.0025736896644685,0.017199166387898517,0.05073154506289455,0.1311455923311894
260,0.0025193809359752256,0.017011696684702364,0.05019343518803256,0.13042889512950098
261,0.002539312761625022,0.01738849225747817,0.05039159415641682,0.13186543238270662
262,0.002517688998549308,0.01714553450347096,0.05017657818693208,0.13094095808214845
263,0.002462813325500276,0.017211352587848984,0.04962674002491274,0.13119204468201945
264,0.002580011924289367,0.01705562802346959,0.050793817776274376,0.13059719760955665
265,0.0025958622154020716,0.017271412648501825,0.05094960466384476,0.13142074664413464
266,0.002536951257329465,0.017108423857640383,0.05036815717623055,0.1307991737651289
267,0.0024814237995550493,0.017325186266268326,0.049813891632305235,0.1316251733760238
268,0.002556122774189333,0.017064599694199965,0.05055811284244432,0.13063154172786895
269,0.002520557633832883,0.017117289000920518,0.05020515545073915,0.13083305775269688
270,0.0025094962275219145,0.01703027534495891,0.05009487226774727,0.13050009710708613
271,0.002475802491356125,0.017148541436495326,0.049757436543255776,0.13095243959734132
272,0.002494949346475448,0.017015279648923742,0.049949467929853344,0.13044262972250958
273,0.0024228817453757824,0.017089510727656538,0.049222776693069466,0.1307268554186803
274,0.0024624876619836144,0.017076000350697187,0.04962345878698516,0.13067517113322327
275,0.002544529768995851,0.01679928428480517,0.050443332255074615,0.1296120530074467
276,0.002454640724369696,0.01712910581473175,0.04954433090041378,0.13087820985455045
277,0.0024911613161800556,0.016899374254206394,0.04991153490106326,0.12999759326313082
278,0.0024546173428746146,0.017036254115395805,0.04954409493445828,0.1305230022463313
279,0.002486418286738202,0.017273582387146963,0.049863997901674534,0.13142900131685914
280,0.0024903548287381104,0.017502594873598613,0.049903455078161775,0.13229737289001098
281,0.002440290960632299,0.017036802729007604,0.049399301216032386,0.13052510382684093
282,0.0024578345725855596,0.01703215353914591,0.04957655264926717,0.13050729304964498
283,0.0024206381451397116,0.016814160123674215,0.049199981149790205,0.12966942632584683
284,0.002483453761414038,0.016989867737952698,0.04983426292636461,0.13034518686147448
285,0.0023933860852842275,0.017022741656960657,0.04892224530092857,0.1304712292306647
286,0.0024636091994402532,0.01708186087676709,0.04963475797704924,0.1306975932324964
287,0.002436819225920159,0.016952993125964048,0.049364149196761804,0.13020366018650953
288,0.0023572874383847543,0.017065246978035468,0.04855190458040502,0.13063401922177648
289,0.0024901241351394576,0.017184528512716513,0.04990114362556691,0.13108977272356723
290,0.0024905548942302054,0.01701618065225317,0.049905459563360455,0.13044608331511212
291,0.0023824201830448264,0.016891595916986246,0.04881004182588688,0.1299676725843248
292,0.0023040174533312347,0.016799268914967306,0.04800018180518939,0.12961199371573337
293,0.0023841872360302304,0.017083628504613722,0.04882813979694732,0.1307043553391153
294,0.0023822669348197885,0.017054176642098545,0.04880847195743571,0.1305916407818607
295,0.002341990767065763,0.016891075286128585,0.04839411913720264,0.12996566964444337
296,0.0023797958887679283,0.016991668366150764,0.0487831516895734,0.13035209383109564
297,0.002390210583735392,0.016979588624727496,0.04888977995179966,0.1303057505435869
298,0.002334932043672876,0.016864390518244055,0.048321134544553855,0.1298629682328417
299,0.002362089857302268,0.017237142114370208,0.048601335962113926,0.13129029710671772
